id	answer
329	Work/Life Balance: Be prepared to work weekends. Since upper management decided to layoff everyone that wasn't absolutely critical remaining employees are being forced to pick up the slack. Now they a
330	Benefits can always be better but the way Honeywell offers benefits does allow for some tax savings.
331	"Nearly everything:Pay: Below industry standard for all positions across the board.Benefits: Complete garbage, high monthly cost + high deductible. If you have a family, be prepared to pay 1000s.Corpor"
332	Stock is up- Wall Street approves good products There is no life/work balance in management and not enough resources to produce high quality solutions in strategy and operations
333	Large installed base of good products Aerospace is a matrix organization with often opposing metrics between functions. Way too focused on cost cutting at the expense of employee satisfaction.
334	"friendly working environment, everyone is way too nice. great working relations. No overtime in the office for interns"
335	Excellent talent and people. Competitive salary Crazy work/life balance. Most jobs in IT are moving to India
336	Compensation is very competitive within the industry Too many rules and policies to act fast
337	Very mediocre benefits package. Particularly our medical coverage. Low contributions to 401k. Takes 3 years to divest shares.
338	Good company to expand your knowledge and have freedom to make choices and movements Old form of lean manufacturing
339	Pay well for the industry Politics in workplace and uncertainty of keeping job. Benefits are not good and continue to be taken away.
340	This company has much to gain from worldwide experience An unbalanced workload and lack of rescources is an issue
341	
342	Strong tradition of excellence throughout organizations Delays exists in data flow down as with any large and decentralized operations
343	Great place to work and diverse workforce Not too much negative comments. Travel sometimes becomes a burden.
344	"Nice people to work with mostly Brown-nosing works too well, onsite cafeteria terrible, terrible decisions made with outsourcing"
345	Good employees doing what they can Work life balance and demanding expectations
346	Vacation package is great. Other than that there's no pros to this company. Insurance is catastrophic. Be better if you were on government insurance. No time off other than vacation.
347	Tends to hire and promote white males with Ivy league education. Benefits have been significantly reduced. Too many organizational and management changes. Systems and processes are designed to feed se
348	Good benefits and working environment. Global exposure requires odd hours for meetings.
349	The work ethic and team environment at Honeywell is great. Wish they had more room to grow within in the company.
350	People are beaten down and leaving. It is tough to get replacements. Training is nearly nonexistent. Travel to do your job is also nearly impossible under current cost control measures.
351	Interesting work and lots of it Understaffed and laying off to hit short term revenue targets
352	Good engineers / mentors for growth Merit raises uncommon / layoffs
353	"Big company, lots of opportunity to move around to other groups. Flexibility. Pay well under average, no bonus structure. Lots of turnover."
354	Excellent work environment with continuous challenge and improve No complaint at the moment
355	"Opportunity, Career Advancement, Development, Pay near Market Hard work, long hours, minimum benefits in the US."
356	Big companies that implement inconsiderate changes & revenue bottom line. Do not spend time & resources on their employees. Zero growth opportunity in Hawaii.
357	"Very supportive team, great training and learning opportunities, interesting work. No cons to report so far."
358	The people you work beside are great. Management needs to be trained how to properly deal with incidents.
359	"Great Pay, Nice People, Flexible Schedule, International Travel I have none so far."
360	"payrate, early hours and experience management and healthcare. They have HSA but it does not help. co-pay is expensive"
361	"Good people and long term stable career. Long hours, being recognized might be a challenge."
362	Big platform and learn experience. Too much time on internal process.
363	"Not an easy job, changes impact thousands of customers which can sometimes be very stressful."
364	I love the Great leadership team overall This is a HUGE facility so trying to remember where each individual is located can be a bit tough.
365	Great work. Challenging tasks. A lot of faith put in young engineers. work environment can sometimes seem negative because of the aerospace industry.
366	"opportunities are a pro, but difficult to accomplish work load is not balance to life"
367	"Employee review system is unfair, forcing someone to be rated poor so as to approach a normal distribution."
368	"Rules, departments jobs seem to change every month. Once you learn something that is no longer valid. For the size company it is the health benefits are terrible."
369	It's steady employment strong economic out look for future Retirees Online access for beneficiaries s
370	One of the Top paying jobs. Work not very hard You have to work swing shift
371	"Recent executive changes foretell major strategic changes in many of the company's product lines. The company has 25,000 engineers, scientists, and technicians, 60% of whom don't write software. It's"
372	"Great career path at least till the middle layer, positive environment, can get entire aerospace product development experience Poor Salary and benefits, Complacent management"
373	"Training is not good, you figure out a lot on your own, coaching/mentoring/support is limited. The plant is systemically understaffed so you have to find a line or you will find yourself working 70+ h"
374	Great career prospects and progression Frequent org changes fluid business environment
375	"Health insurance is high-deductible offering, but better than nothing."
376	work is great and company is good lack opportunities to grow and find better opportunities
377	"Great people, excellent learning opportunities. Middle management is not as engaged as they need to."
378	"Below market target on salary offerings. Healthcare and assessment process is totalitarian. Benefits have been scaled back, while we are told to our face that shareholders are more important. Company"
379	Good culture. Friendly employees. Fun to work in Honeywell Cost cutting. uncertainity in merging.
380	"Advancement and you are required to notify manager if you are looking internally for new role. Otherwise, your application cannot be submitted."
381	"Great work life balance, fair pay. Very limited PTO, few opportunities to advance"
382	Pay scale... opportunity for advancement management oversight... red tape... benefits
383	Opportunities for motivated employees for career progress Aerospace outlook is bleak at the moment
384	There is no work space / office space for new (and many existing) employees
385	Wide variety of work needing to be done. Scope changes and project cancellations occur too often. Too slow to provide funding for projects.
386	"flexible schedule, unlimited vacation subject to manager approval. Hard to move up unless has a good connection"
387	It is a fee for service contract based work. state regulators over electricity providers have to approve. It is a long drawn out process.
388	Great co-workers. Opportunity. as there is multiple divisions. Value and worth of employees is not recognize .
389	"The hiring process and on-boarding sometimes take a little while, but it will come through in the end."
390	Excellent benefit and pension plan Poor quality of work life
391	Corporate management only has 30-day patience for results. This trickles down into organization culture. The constant pressure to deliver 90 results for Wall Street results in continuous upper managem
392	9 Block performance review system sucks. Managers are encouraged to place a certain amount of employees in the low end of the scale. Management won't tell you specifics when receiving low performance
393	"Pay and benefits are good Lack of employee appreciation, everyone is just a number."
394	Challenging work which motivates you to work harder and enjoy the work. A few furloughs last year.
395	Lack of strong management. Senior Leadership has lost touch with the employee base. The only driver now is shareholder value. This value proposition is coming at the expense of employees.
396	Good Benefits and Jobs are not hard. Buddy system which cause you not to progress in the company unless you in it.
397	Had a great career path No longer care about employees
398	They allow for a flexible schedule There have been recent cutbacks
399	"Really professional environment, good training and benefits with a high potential of growth. I don't find any cons on this job"
400	"Benefits. Unrealistic schedules. Constant RIFs. Lack of real respect from management. Used to have real flex time and vacation. Now I have none, I have to ask permission to take a day off. But I am st"
401	"A lot of Flexibility, very good pay, no traffic at the area Sometimes when you work for a big company you feel you are just another one in the machinery"
402	
403	Hard to navigate thru the Honeywell beast... and it's all about leadership making their big bonuses at the end of the day. It's pretty clear they don't care about their employees but at least they are
404	"Company is 0.5 kms from my home, but still I will not join this horrible employer.. They exploit you badly. Worst company for salary, career growth, work life balance ."
405	"Big name, well established company. Management churn every 18-24 months. Unclear leadership direction and focus. Honeywell has lost it's way."
406	"interesting products when there's a chance to improve them limited innovation, limited to a few employees"
407	"Not thrilled with treatment of employees, and the culture shift that appears to be happening. Top down control with lots of short term thinking (make the numbers). My department has had a high rate of"
408	"Decent benefits, generous 401k match, good pay Emphasis on speed at the expense of quality! Big on sending jobs out of the country!"
409	"There wasn't really an introduction to the company, just more of a quick start, somewhat of a sink or swim situation. However, that description makes it sound more harsh than it was."
410	Comp-time policy was nice. Trademarked mgmt. system worked well and most everyone aligned decision-making w/ that framework. Great company doing great things. Several I choose not to share.
411	"You're just a tool management wishes to exploit for as long as you're willing to bow your head.No interest in solving the pressing engineering problems. You're expected to stick to ""established method"
412	Lots of career growth opportunities Benefits tend to be really poor
413	It paid the bills mostly. Adversarial environment with upper management
414	Good pay good employees Bad Management Hr department is very poor known
415	Disappointing high management. They keep lot of things to themselves and many things were not done transparently.
416	Innovator when it comes to technology Does not value their employees
417	Very demanding and long hours. Very stressful work environment as you will be asked to hit both monthly and quarterly metrics
418	"Awesome teams nationwide, compensation is what you make it - work hard and will pay off. Stability. Large company- benefits used to be much better."
419	"pay, great minds, exciting projects some logistic / administration overload ; wish we had a bit more perks"
420	"Lack of family and work balance, no remote opportunities, leadership is ineffective at time with difficult employees, they can an easy pass even when it bogs down the team"
421	"People, work was interesting, nice environment No pay raises at the contract position"
422	Colleagues are focused on customers. Leadership team does not have a solid plan to move the organization forward.
423	Great management. Worked with amazing engineering talent. A lot of layoffs and furloughs
424	"1. Cons of a big company (slow bureaucracy, etc.)2. Health insurance is expensive and not the best coverage"
425	"Nice place to work, benefits, salary within market range Too slow to implement change"
426	They tend to lose focus when they are growing other divisions. This usually cause a loss of personnel due to lack of work.
427	"My coworkers were great but that's about it Horrible benefits, management is a joke, severely underpaid, stressful, not worth it"
428	it's too big and inefficient. there are useless corporate mandates that do not fit the need or reality of each site that need to be complied regardless. long tenure corporate bureaucrats take pride in
429	Good access to training and obtaining certifications Low pay. Good 'ole boy culture.
430	"People, Advancement, Benefits, Relocation, Training Only think of Contracts, Upper Management,"
431	Frequent layoffs keep people guessing about job security.Ineffective leadership that frequently changes direction.Lots of politics in the office.
432	Great company that treats its employees well They do not utilize there ERP system to near it's full potential. Overtime could be cut by 50% plus
433	"Pay - the golden handcuffs are hard to ignore Work life balance, unrealistic demands, took too long to hire to replace"
434	"bad employee policies, capricious work from home policy, management (SPS) is never satisfied with any financial metric, typical employee is never secure - there is always the objective to replace with"
435	"Challenging, Learning, Competition, Team Environment Management, Political, Under Paid Salary, Low Raise"
436	Reasonable benefitsBig company with opportunities to move across divisions Extremely poor leadershipVery political environment
437	"Big company means you may just have one little piece of the puzzle instead of wearing major multiple different hats at once (sales, development, customer support, etc) with far-reaching scope."
438	Broad product portfolio tech forward Large org slow decision making
439	"Too focused on non-value added procedures. Six sigma, AP1152, HOS, etc... Majority of ""engineering"" time spent filling out useless forms and checks in boxes before you can move a program forwards."
440	Life long friends are made working there The expectation of long hours
441	"1. Big company bureaucracy requires some work to figure out when first starting, though it doesn't affect my daily job much."
442	"Do not value their employees at all...furloughs, layoffs, no bonus structure, poor communication, no structure at all. There are many other companies out there, don't work here."
443	Group was still being developed so some misunderstanding about responsibility and role within business units. But that will be worked out as teams become more familiar.
444	Buracracy buracracy and more buracracy. It is a joke security runs the company and over rules common sense all the time
445	Very good company to work with no serious cons about honeywell
446	flexible schedule and friendly atmosphere work can be repetitive sometimes
447	"Technology, people, work-job balance Benefits, too many changes, poor leadership"
448	interesting in all areas of sales micro management in general about
449	The employees are good people. Bad Management and a Hostile Work Environment
450	Challenging environment. Always pushing you to improve Prefer director and above to relocate every few years
451	The HR function is completely superseded by the line management! Line managers are often promoted salesman and not specialists. Which means a number of functions start behaving like sales.
452	Travel is tough leaving for 1 to 2 years at a time and long hours more than likely work sundays aswell.
453	"Large company, good training, good support for sales team, decent benefits. Large companies don't always move quickly to implement strategy changes."
454	"good work environment, benefits and competitive pay. No flexibility on working from home policies. No career growth depending on the department you work for."
455	"Good pay, work remotely, lots to do Long hours, moves slowly, complicated processes"
456	"You'll hear about companies that are all about the bottom line and making money for the executives - that is Honeywell.Health benefits are AWFUL. Deductible is very high, and you get no assistance wha"
457	"Good co-workers. Management overall was good. Exciting work, and overall good teamwork. Promotions and raises are hard to come by."
458	"Lack of career progression. Watch out for your peers and business functional group e.g. your manager, etc, they may sell you out."
459	"The company appears to be preparing to divest some of the business units, although that has not been officially announced. In the interim there is a leadership vacuum that has been filled with various"
460	Can be overly focused on process.
461	Access to various technologies. Diversified. Lacks expert manpower and technical expertise
462	"Support of metrics collection on progress towards milestones and repetitive quoting of project costs steals engineering time that should be applied to quality systems development, integration & testin"
463	Very great company. Management is superb and coworkers are more like friends. None. This company is very great to work for. You might get stressed at times but never over bearing.
464	"Modern workplace, great treatment of employees and you get to work with some truly brilliant people. Very fast paced and demanding, not right for all people."
465	"Stable employment if you can move with the company, market salaries and benefits. Frequently buying/selling business units, be prepared for change"
466	I came from a much smaller company and it was a bit overwhelming to be in a large company where they have detailed processes and telephone hotlines for everything. I do have to say though once I got i
467	Salary and Bravo system is good Health insurance is probably the worst in Houston area
468	Good start to your career. Company culture is at a low point right now.
469	"People that you work with Everything- worst insurance on the market, no salary increases except for CEO and high level management, very unfair- let some work from home but not others."
470	I'm in office located in Pittsburgh. Relaxed environment. Two people share an office. No cafe in the building.
471	"They reward good work.Good working environment. Working with hazardous chemicals.Traffic is terrible, making a long day longer."
472	I've learned at from the company in Six Sigma Lean Manufacturing. No room to grow with the company.
473	
474	The people who work there are really great. Especially those on the floor. They are passionate about their work and truly want to do great work when given the right resources.
475	The pay is great there. Everything else sucked about the company.
476	"Management is horrible, benefits used to be good really high deductible now. Reviews really bad supervisors put no effort into knowing employees even less effort into reviews. Only thing they care abo"
477	global very well reputed company less opportunity for skill enhancement
478	"A lot of red tape, dictatorship environment and not much job security. High turnover rate. In US, as of 2027, no more set vacation days for salary people. It is at digression of the business or your m"
479	"terrible pay, forced overtime, management is garbage and dont expect good raises about 1.4% a year. worst medical and dental ever"
480	Intranet is confusing and cumbersome
481	Interesting work and High quality co-workers. Ineffective Leadership.Erosion of pay and benefits of rank and file workers.Very poor work / life balance.
482	Layoffs have been frequent. Managment seems to change frequently as well. Direction of the company seems uncertain.
483	"Management has no idea how to solve the business problems - they are only interested in finding someone to blame. When having a tough quarter, expect leadership to impose an unpaid furlough on employe"
484	"On side gym, nice coworkers, work/life balance poor benefits, minimal wage increase"
485	The management have been superb thus far. The onboarding process was extremely organized. Nothing negative to share. Everything has been great!
486	Want extensive growth without investing capital in the systems. Cost controls focused on the wrong things. Org chart not aligned properly which leads to conflicts in decision making.
487	*Excessive corporate bureaucracy*Pressure in the work environment*Lack of support from the higher command*One size fits all solutions*Not the best benefits in the market
488	Honeywell is a very large organization with many layers of management and approval requirements that can make some business aspects or progress seem slow-paced or bogged down.
489	"In 18 months working at the Redmond site, I was furloughed for three separate 1-week periods without pay and did not receive a raise. This was the case for ALL supervisors, managers, and engineers. Ba"
490	"Pay, Laid Back, and Union Representation. Strong Disconnect Between the Union and Front Office.Tends to Create Problems to ""Fix""They will step over a dollar to pick up a penny.Shop Politics"
491	"Nice place to work with good work life balance, specially for women. Belives in people retention. Hierarchy growth is very less, people tend to stay in the same position for long time"
492	If you do not want to work really hard. Honeywell is NOT for you!
493	"Opportunity to explore and grow Hectic working hours, late nights"
494	Executive management cares only about stock price. Several years of furloughs and layoffs along with a systematic cutting of employee benefits has led to extremely poor morale and general apathy. Now
495	Smart and nice people to work with Rightsizing. Sending more and more jobs to HIGH growth areas
496	Very good 401k savings plan Very little job stability for the amount of time spent there
497	"Overall, a truly awful place to work. This is a review primarily of the ACST group, previously called SRDC and then CSTC. It will probably be renamed and re-shuffled several more times in the next 5 y"
498	Worst immigration department and worst HR department.No cordiation between departments.It takes ever to start something.If you are looking for sponsorship or green card process they will cheat you.Law
499	Customers are great to work with Management needs to learn the technology of the business units (division) they are managing.
500	"Lots of learning opportunities and plenty trainings Benefits are less and less, expecting a lot of extra work without getting compensated for it"
501	"Great Pay, Flexible Hours, Unlimited Vacation. Health Care, 401K, nothing else really"
502	Great staff and very helpful. Fair compensation package. As a relatively new employee I have not experienced any negative aspects at this time.
503	"Great benefits, working condition and people! Must make a 30 mile commute."
504	Corporate is slow in taking decisions
505	"High health care cost, high employee cost of company vehicle with minimal choice, raises cost of employee vehicle mid lease instead of at time of car choice - different vehicles have different employe"
506	Different businesses / strong financial performance Silo attitude in businesses. Benefits reduced over the year
507	"Good benefits, great teamwork, flexible employer. Not all organizations align to the same goals. This creates issues when trying to implement projects."
508	After being acquired by HSM the culture completely changed. Management openly said they do not care if people leave...get on the bus or get off is something that was said often.
509	"Excellent pay for new hires Diminishing Benefits, Managers frequently changing"
510	"Usually busy. Much needed employment for the area. Good pay. Lots of changes with a great demand on supervion and labor, but the lack of follow through is hard. Much needed improvment."
511	Some great leaders with experience No work from home. Drive around cost cutting
512	Wonderful Place to work and also a great job security Not much help can be got from oldies
513	-Great company to start a career out of college-Interesting work-They're starting to hire young eager people-Competitive entry-level pay-401k Matching increased-The people
514	"Lots of work, need more people! Promotions can feel slow. Benefits aren't what they used to be. Some policy updates seem to punish retirees. No EV charging available."
515	"Work from home, travel to. Other states for projects Depends on who. You are reporting to some people think estimating is a joke"
516	"So much to say here. Honeywell wants to become a first class software company. Having worked for a couple of Silicon Valley startups, Honeywell is out of their league. They need to hire a leader who u"
517	Base cost of medical for individual manageable Deductible off the charts and family costs very high
518	"Work from home, great people Some work requirements were not discussed during interview."
519	Frequent furloughs. The stock price is high at the expense of employee income (furloughs) and long hours. Ratings are somewhat based on if you are in the right clique.
520	Awesome staff great people love food Don't have any. But really like food.
521	not sure on the pros never like the work environment !
522	they have good benefits and work with you limited opportunities in some areas
523	"Benefits have been gutted over the last 5-10 years, and they are no longer competitive."
524	Good learning and interesting product. Corporate decisions impacting morale.
525	Supervisors are caring and very smart. I learned a lot from everyone I worked with. Great culture. On-call shifts were my least favorite.
526	"Fellow Co-Workers, Job Opportunities and have always had great managers Would like to see more training and development"
527	good company for young bloodwilling to train new gradvery nice environment with engineers around management is badboss decides who get promoted
528	Sadly the present CEO and his staff do not understand the difference between data driven digital products and standard software development. One bad decision after another in terms of organizational s
529	The CEO does not care about the employees and I'm shocked that his rating is at 65%. You can't ask a question without feeling belittled. The employees have not seen any benefit to the Trump tax reduct
530	"good benefits - insurance, vacation and 401K match. large company with lots of red tape that slows job effectiveness."
531	Robust Business practices for aerospace benefits decline year over year
532	"Constant layoffs, incompetent management, low pay, very little merit increases, don't fall for the un-limited vacation policy. you can't take time when you want to. Benefits are absolutely terrible, $"
533	"Pay in very competitive, good work environment Place is going to crap. Slowly taking away benefits to make the company to investors"
534	Room for growth and advancement. Salaries are not competitive. Benefits and policy constantly changing. Corporate micro management won't allow you to run your site.
535	A lot of hours. Blood sucking management. A bunch of yes men who have no skill.
536	"It's a large, old company that's transforming. Not a new story. Needs to shake off the rust and modernize. Benefits are disappointing, culture is disappointing, organizational structure is very disapp"
537	Senior management has no clue what is going on down on the factory floor. Discrimination in a common occurrence in this company. There is a transgendered employee in the plant that gets targeted on a
538	"Good pay, benefits, upper management treats you professionally Locations that you have to work"
539	extremely friendly work environment real laid back and open enviroment pay could be a bit higher
540	"Good Products, wide coverage, lots of opportunity for business development Horrible people, bad management, poor planning and strategies"
541	"Payscale is on the low end and put the right people in the right places. Also, get rid of the dead weight.. You have alot of old timers who aren't complying with change."
542	Management does not have the power to invoke real changeHoneywell does not pay commissions timely hoping you will give upComp plans were delivered up to 6 months into the yearCommission rates went dow
543	Fun work environment with a family like vibe. Flexible start and end times. No longer being able to Telecommute with out prior approval.
544	"Free cookie at orientation. I'm still on a sugar high. A desire to end my life by eating leaded paint chips, shed from the dilapidated walls of my plymouth, mn micro-cube."
545	Some really smart people work there Not a lot of opportunity for creativity or use of your own mind. Regardless of the internal hype ... they are NOT doing cutting edge HR work here.
546	"easy for under-performing employees to go unnoticed, limited opportunities for growth, few rewards for extra effort"
547	"Many changes in the last few years with less and less focus on customers and employees, more encouragement to bullies and aggressive behaviors."
548	Interesting and challenging work. Open office environment is difficult and distracting
549	Poor quality no one cares of quality.Documents are forged a numbers are just made up on a daily basis.Hard work is penalized quality work is also penalized and you are retaliated on by The Slackers fo
550	I have not encountered any cons yet.
551	"Efficient, Employee Development, Growing in its industry. Salaries could be more competitive."
552	"Checks are paid on time. Bureaucracy, decisions are usually made a lot more slowly as they get passed from pillar to post"
553	"It was a contract position with no hope for permanent role. The co-workers (employees) often gossip. Supervisor was nowhere to be seen less alone available. Never received complete training, had to fi"
554	"They use a lot of outsourcing. This gives you the feeling that your job is never secure. Processes are always changing, sometimes just for the sake of change. The majority of the time there won't be a"
555	They are fair and encourage trying different positions at the same or higher grade level. You may get lock in to one position if you have continued high performanceNone
556	"Too numerous to document all. Honeywell is up to its ""age old"" practice of age discrimination, AKA ""PIP"". I encourage everyone to ""lawyer up""."
557	They do interesting and meaningful work. The people are great. Not so great benefits (health insurance etc)
558	Strong future and outlook for the company. Strong belief in doing more with less. Constant focus on reducing cost.
559	"Too many meetings, a lot of management stuff for indirect employees, environment too big and this make your job harder"
560	MNC working environment with lots of resourcesGenerous remuneration Products are not competitive.Need to retain talented people
561	"The tier system used is archaic at this point and leads to a lot of pointless meetings.Work life balance was awful, if you proved you were useful you would be forced to work 50+ a week while the usele"
562	"good compensation, good benefits package nothing to report of any note"
563	"- Health Insurance. Over $275 every two weeks for family coverage with a $3000 deductible.- No company $ for dental insurance. You can buy it, but you pay the full cost.- Worst employee rating system"
564	"Fantastic Management, they let you fail and there was plenty of room for growth. None at this location. Maybe the plant could use some renovations."
565	"Excellent role and exposure , excellent leadership.Focused and top performing team mates Resources and funding are not given at times for some projects."
566	"Cost of healthcare, constant request for revenue regardless of project status, direct management is powerless to upper management, ""if you are not working atÿleast 60 hrs a week, then you are not work"
567	Diversity of work and ability to work on very challenging programs. Honeywell is big on outsourced workforce and promoting/hiring foreign workers instead of Americans.
568	A macro management style company. Have open policy to let employee expose to other technology in the company. Lack of training program for new hiring.
569	1. Every employee action they have taken in the last 15years is to the benefit of stockholders at the expense of the employees.2. They look to outsource every job they can with the exception of manage
570	Good manager. Decent starting pay out of college My department was terrible. The only 2 decent employees transferred out just before i left.
571	"Outdated product and no commitment to investCompetition is beating them easilyLack of leadership, all the leader roles are open, and sketchy commitment to fillUncertainty if the business is viable and"
572	Benefits get worse every yearIncentives for high performance are laughableHigh deductible health plan with no relief premium reliefPoor accountability
573	"Very high pressure and daily challenges. Leadership appropriately pushes people to move past their limits. Very global workforce is a bonus, but can lead to some challenges as it matures."
574	Work environment is bad. Loud environment working with led and gunpowder is not fun. You are very dirty by the end of your shift. Long work hours
575	"Upper management is as crooked as a politician. They take away benefits at every opportunity and when they're shamed into doing something remotely positive, they find a way to make everyone feel worse"
576	lousy and inexperienced managerno formal trainingexpected to know everything and given little time to learnit's not just about collections you are expected to fix and be responsible for problems creat
577	"Less stable than it used to be. Lot's of uncertainty with the recent announcements about spinoffs.Like any large corporation, making the numbers every quarter is key. This can be counterproductive to"
578	Good work environment with many projects. have to wait 6 months before you can participate in 401k
579	"Friendly, understanding, committed to excellence Extensive paperwork. Have to prove what work you have done."
580	Good first job. Lots of room for advancement. Declining company morale. Riffs/furloughs/etc cause the talented people to leave and go to the competitors.
581	"Management does not care about the employees. mandatory furloughs with one weeks notice. Monthly lay offs. They are out of touch with reality. Benefits are very expensive and go up in cost, an down in"
582	Benefits-Wages are below industry standardsHealthcare is very expensive and covering less every year$1000 yearly penalties for not participating in Company Health Assessment program.Vacation policies
583	Training and Career Development are positive Highly Stressful with turnover in leadership
584	Hours Flexibility and good training system. Working remotely so kind of difficult to understand the operation.
585	currently no pros that come to mind reduced benefits in recent years
586	"Extremely professional environment, but fun! Organized from day one, well structured processes. I have not yet experienced any cons yet."
587	The work load is acceptable No remote work is allowedHealth Insurance is lousy
588	"Declining benefits year over year, EVERY year. No 401K match per pay period, now annual lump sum in January, if and if you are employed on Dec 15th. So RIF's will now be commonplace the beginning of D"
589	"People, structure, pto, vacation time Promotions are very difficult to obtain"
590	"Chaos, furloughs, RIFs, the WORST healthcare ever. No raises, outsourcing of key touchpoints with the customer. No work from home anymore"
591	You will be worked like a dog. No one will appreciate that you are working like a dog. You will have to guilt them in to a raise of your base pay. Which you will need to do when you find out that the
592	Repressive self centered focus leaves this a company to avoid New ceo every 4 months
593	"Pays well, good life-balance, flexibility, depends on your manager, unlimited vacation, conscientious co-workers Not so good medical coverage, bureaucratic bottleneck so slow to get things done"
594	"Pay, benefits, location, colleagues, experience Medical is expensive, no room for promotions or growth, management, capital management"
595	"Not at the moment, could be a lot of work and pressure but that comes with most jobs."
596	"Great product lines, huge opportunity for both vertical and horizontal movement. Initial training process is slow, hard to know everyone you work with,"
597	"Great people, good 401k, advancement opportunities Security, but it's needed. Parking."
598	"none, no one, there is not any all, no growth, greeds, salary reductiono"
599	"Raises are a joke, benefits are nonexistent, Less than zero support from corporate. Dead end if you don't have a four year degree because any management position requires one. Most sites are treated l"
600	Employees are great to work with. Many furloughs = pay cuts for all. RIF reduction in force makes unhappy employees.
601	They really take care of their employees Noting at the moment. Great place to work.
602	Better than not working anywhere knee jerk management. Poor decision making ability.
603	Left alone. Not very ready for first day. So many services can be overwhelming for the inexperienced. Nothing that can?t be overcome or easily improved.
604	You will likely be sent home for a week with no pay to ensure the VPs get their bonuses.Plans for Quarterly or Ad-hoc Reductions in Personnel will be efficiently executed to ensure the VPs get their b
605	Great place to work for None so far. I have yet to get started
606	"big company, more opportunities, good benefits big company, many politicians, especially in senior management team"
607	"They make every attempt to accomodate your schedule, to balance work and family. In some cases performance and reward are not really co-related."
608	"Honeywell moved our jobs to Mexico to save a few dollars, sacrificing good people who put care into their work"
609	"Let's be honest--Honeywell simply doesn't care about it's employees. No more ability to work from home. Instead, they make us all sit in an awful open floor plan that looks like a prison yard and make"
610	Exciting and challenging design projects. Poor benefits relative to other technology companies and unable to retain young engineering talent.
611	Good workplace environment and facilities No training provided for the new employers or interns
612	"Strong meritocracy, inability to make your own decisions-command and control management style. Too many corporate staff. Continually in a cost reduction mode, furloughs, merit increases, regular RIFs."
613	"No one cares about employees,Lay offs frequentManagement directionlessLittle to no autonomy in jobPay is too low compared to other firmsBenefits are non-existent"
614	Well defined roles and systems Large company with many processes to follow
615	Competitive salaries and good benefits Poor salaries and good benefits
616	The industrial design management is horrific and created a toxic work environment. ID management's style is essentially a bat about the head and neck. ID management uses verbal abuse as the primary ma
617	-No advancement opportunity-Bonuses go only to the higher up managers who take credit for their direct report's work-Terrible leadership; they do not lead by example-HPD is not giving everyone an accu
618	Global company offering challenging work and collaborative environment Global collaboration makes for long hours
619	FurloughsLayoffsBureaucracyScapegoat cultureReactive versus proactiveHoneywell will not pay out on big dealsDoes not value its people as assets but rather commoditiesBait and Switch on the comp plan
620	Good environment Good installation good benefits not development people stay on same positions for a long time
621	flexible vacation and 3 floating holidays micro managing of the employees
622	"No healthcare options.They give you two ""choices"" with the same exact costs and coverage??? The costs are insane to the employee. They pay no part of dental, so you get to pay for all the insurance yo"
623	"Work Life Balance, schedule was great There were no cons, they are good to employees"
624	"Generally, a toxic atmosphere reigns over the south bend plant. The recent lock out grew tensions between salaried and hourly union workers. Leadership seems to hold onto incompetent workers. Deviatio"
625	Large growing company. Many resources. Does not value home Life work balance. Does not care about the employee only the bottom line.
626	"Management thinks employees are complete idiots, trying to tell us ""to improve employee loyality"" while making a cash grab from the employees by holding all the 401K matches until next year. They even"
627	"Very few. Some smart people left but not for long No focus on people, innovation or long term. If you want to drive short term profits and want to focus only on numbers, this is your place."
628	the people are great to work with too much out sourcing to China
629	"Where should I start? I've been with this company for 14 years. I watched as former CEO Dave Cote completed several acquisitions, only to then watch the company ""spin off"" two divisions into new compa"
630	"Occasional discounts on Honeywell products Layoffs, high stress, low rewards. Disaster of a company that will implode."
631	Work life balance has been very good. Opportunities to move groups throughout the company are seemingly endless. Poor job of developing talent.
632	They have great benefits and insurance The culture is not great
633	lots of opportunity for growth. had a manager that micromanaged
634	Insurance was terrible. Worst insurance is the city. Pay is below average. Raises didn't even keep up with insurance hikes. 401k lost an annual %5. Was taking home $200 less per check four years after
635	Eroding benifits for employees. Antaginistic environment for employees. High attrision and no back filling leaves an overworked negative enviroment. Employees are running to leave.
636	"Good industries, Good positions etc Poor leadership, Old rules, Slow"
637	"Honeywell is running this company to the ground. Doesn't care about employees, constant layoffs, furloughs and hits to employee benefits. Any and all jobs are outsourced to countries like India, Mexic"
638	"- Honeywell views employees as liabilities. They cut back benefits at every turn. For example, they just announced that 401K match will be given only at the end of Jan of each year (lump sum). You los"
639	Good salary from long term employment Constant reduction or removal of all benefits. Unrealistic production schedules. Pessure to maintain schedules. Non value added bureaucracy.
640	"Good engineers keep waiting to get noticed, promotions in Puerto Rico have become slow, almost halted across many teams even when they are going above and beyond their current roles for less than nati"
641	This is a big company. No accountability from managers when being dishonest or using unethical practices. This company has the worst health and 410K benefits.
642	"- Furloughs.- Spin-offs.- Base level structure is practically non-existent.- While the salaries might seem nice, don't expect any other benefits, bonuses,raises or any other type of monetary/morale bo"
643	Many career options due to the large size of the company. Many great employees working there. Benefits are expensive. Transparency is lacking post acquisitions. See management comments.
644	"The compensation is fairly decent. Micromanaging Culture, No Work Life Balance, Terrible Management, Terrible work environment"
